,kappa,# Edges,# Nodes,Min Degree,Max Degree,Diameter,S_0_1,S_1_1,S_2_1,S_3_1,S_4_1,S_5_1,S_6_1,S_7_1,S_8_1,S_9_1,S_10_1,S_11_1,S_12_1,S_13_1,S_0_2,S_1_2,S_2_2,S_3_2,S_4_2,S_5_2,S_6_2,S_7_2,S_8_2,S_9_2,S_10_2,S_11_2,S_12_2,S_13_2,S_0_3,S_1_3,S_2_3,S_3_3,S_4_3,S_5_3,S_6_3,S_7_3,S_8_3,S_9_3,S_10_3,S_11_3,S_12_3,S_13_3,label
154,5,56,14,5,10,2,4,1,1,1,1,3,4,1,2,2,0,0,2,2,0.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,0
155,5,28,14,2,7,3,2,3,4,0,3,4,2,2,4,1,2,4,1,1,3.0,4.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,3.0,4.0,1.0,3.0,3.0,0
156,5,28,14,3,6,3,0,3,3,4,4,0,3,2,1,4,1,1,3,4,1.0,4.0,4.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,1
157,5,28,14,2,6,3,3,2,1,4,3,0,2,0,2,2,4,3,3,4,4.0,3.0,2.0,0.0,4.0,0.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1
158,5,28,14,2,6,3,4,3,2,2,0,1,0,0,4,3,1,2,4,3,0.0,4.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1
159,5,28,14,2,6,3,1,3,0,1,3,2,1,4,2,3,4,0,1,0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,4.0,3.0,1.0,4.0,0.0,1.0,2.0,3.0,0.0,0
160,5,28,14,3,7,3,4,0,3,2,1,1,1,2,3,4,2,4,1,2,0.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,4.0,3.0,3.0,3.0,4.0,0.0,0.0,4.0,0.0,3.0,4.0,0
161,5,42,14,4,8,2,0,1,2,0,0,3,2,0,2,0,3,1,0,3,0.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,2.0,0.0,3.0,2.0,0.0,0
162,5,56,14,4,12,2,2,0,4,3,4,1,1,2,1,0,2,1,2,2,3.0,1.0,0.0,4.0,0.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1
163,5,28,14,2,6,4,3,3,0,0,3,2,0,2,0,4,4,3,2,4,4.0,4.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1
164,5,28,14,2,7,4,1,4,2,4,0,0,1,1,3,4,0,0,1,2,2.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,4.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,2.0,3.0,4.0,1
165,5,42,14,4,8,2,1,4,2,0,2,1,0,4,2,2,0,1,4,0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,0.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,0
166,5,28,14,2,6,3,1,0,3,4,2,4,1,2,2,4,3,1,0,1,2.0,1.0,4.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,4.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,4.0,1.0,3.0,4.0,4.0,1.0,0.0,3.0,2.0,3.0,1
167,5,42,14,3,10,3,1,4,1,4,0,1,1,3,4,3,1,0,2,2,2.0,0.0,2.0,0.0,1.0,2.0,2.0,4.0,0.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,4.0,0
168,5,28,14,2,7,3,0,3,1,2,4,2,0,4,0,2,2,3,4,0,0.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,0
169,5,42,14,4,9,3,2,0,1,0,4,1,3,1,2,4,2,3,4,3,3.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,0.0,3.0,4.0,0.0,4.0,4.0,1.0,3.0,2.0,0.0,3.0,0.0,3.0,4.0,1.0,4.0,0.0,1.0,0.0,0
170,5,42,14,4,8,2,1,3,3,4,3,1,3,2,3,1,4,3,4,2,2.0,4.0,4.0,0.0,4.0,2.0,4.0,3.0,4.0,2.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,1
171,5,42,14,4,9,3,3,0,3,2,4,4,1,0,1,1,2,1,1,1,4.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,0
172,5,56,14,5,11,2,4,4,3,1,2,3,4,1,1,2,2,3,2,3,0.0,0.0,4.0,2.0,3.0,4.0,0.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,0.0,1
173,5,56,14,6,10,2,1,0,3,4,1,4,0,3,3,1,4,1,1,0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,1
174,5,28,14,3,5,3,1,3,0,2,1,1,0,3,3,3,2,4,0,2,2.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,0.0,1.0,3.0,3.0,0.0,2.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,1
175,5,56,14,6,10,2,3,4,2,1,4,3,4,2,1,3,1,3,2,4,4.0,0.0,3.0,2.0,0.0,4.0,0.0,3.0,2.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,4.0,0.0,1
176,5,56,14,5,10,2,1,0,3,4,3,0,1,3,3,1,3,4,0,0,2.0,1.0,4.0,0.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,1
177,5,28,14,2,7,3,1,3,1,4,2,0,2,1,4,2,3,2,3,3,2.0,4.0,2.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,4.0,3.0,4.0,4.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,1
178,5,42,14,4,9,3,3,4,1,3,2,4,0,2,1,0,1,1,2,1,4.0,0.0,2.0,4.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,0
179,5,56,14,5,10,2,3,0,4,1,2,4,4,4,0,3,3,1,4,0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0
180,5,42,14,4,8,2,1,1,2,1,0,0,4,2,3,0,3,2,3,1,2.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,3.0,1
181,5,56,14,5,11,2,4,4,3,3,3,4,3,3,1,0,3,2,3,4,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1
182,5,42,14,3,9,3,3,1,2,3,2,0,2,4,2,0,4,4,3,2,4.0,2.0,3.0,4.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1
183,5,56,14,6,12,2,0,2,3,1,0,4,4,1,4,2,4,1,1,0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,1
184,5,42,14,4,9,3,1,4,0,1,1,3,4,4,1,4,0,0,0,2,2.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,4.0,0
185,5,56,14,5,11,2,0,3,2,4,0,1,2,4,3,3,1,1,3,2,1.0,4.0,3.0,0.0,1.0,2.0,3.0,0.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,0.0,4.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,0
186,5,28,14,3,8,3,0,0,0,0,0,1,0,3,4,1,1,3,0,1,0.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,0
187,5,56,14,7,11,2,0,2,0,2,3,2,3,3,3,2,1,2,4,4,0.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,1.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,0
188,5,28,14,3,6,3,3,1,0,1,4,0,4,3,1,1,2,1,0,1,4.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,4.0,3.0,2.0,3.0,0
189,5,28,14,2,5,4,4,0,1,0,1,4,2,1,4,0,0,0,0,0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1
190,5,28,14,2,7,3,1,3,2,3,4,2,1,1,0,3,3,1,1,3,2.0,4.0,3.0,4.0,0.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,0.0,4.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,1
191,5,42,14,3,8,3,4,3,4,4,1,0,1,0,3,1,4,4,0,4,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1
192,5,28,14,2,6,3,2,0,4,1,3,3,1,0,1,3,2,1,4,1,3.0,1.0,0.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,4.0,3.0,0.0,3.0,1
193,5,56,14,6,11,2,3,3,1,0,4,1,2,2,1,0,2,1,2,0,4.0,4.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,1
194,5,42,14,3,11,2,4,4,4,4,3,0,1,2,4,3,3,0,1,0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,0
195,5,42,14,3,9,3,0,2,2,0,4,4,1,2,3,4,2,3,1,3,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,3.0,4.0,2.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,1
196,5,56,14,5,10,2,3,4,0,2,4,4,3,1,0,2,4,4,3,2,4.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,4.0,0
197,5,56,14,6,10,2,1,1,4,3,0,4,4,2,1,4,0,3,0,1,2.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,4.0,3.0,1.0,2.0,0.0,1.0,3.0,0
198,5,28,14,2,8,3,0,4,4,2,3,4,1,4,0,4,0,0,4,0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0
199,5,28,14,2,6,3,2,0,0,3,2,0,2,3,3,3,4,1,1,1,3.0,0.0,1.0,4.0,3.0,0.0,3.0,4.0,4.0,4.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1
200,5,42,14,3,8,3,4,3,2,0,2,3,2,1,3,1,2,0,1,4,0.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,4.0,3.0,0.0,3.0,4.0,2.0,3.0,1.0,0
201,5,28,14,2,6,3,1,0,1,1,0,1,1,2,3,3,0,0,0,2,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,2.0,4.0,1
202,5,28,14,2,6,3,3,3,3,2,4,3,4,4,2,1,1,3,2,0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,4.0,0.0,1
203,5,56,14,5,10,2,2,4,4,1,1,3,0,2,2,4,1,1,2,2,3.0,0.0,0.0,2.0,2.0,4.0,1.0,3.0,3.0,0.0,2.0,2.0,3.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,0
204,5,42,14,3,9,2,1,4,3,3,0,1,1,4,1,3,3,3,2,0,2.0,0.0,4.0,4.0,1.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0
205,5,42,14,4,10,3,0,4,3,1,0,4,0,4,2,2,4,1,0,0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,1
206,5,56,14,6,10,2,1,0,0,2,1,3,2,3,2,1,0,1,1,0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,4.0,0.0,4.0,3.0,2.0,3.0,3.0,2.0,1
207,5,42,14,4,8,3,0,4,2,0,4,0,1,3,3,4,0,3,4,3,0.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
208,5,42,14,3,8,3,4,1,0,4,1,4,4,4,0,4,1,1,2,3,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0
209,5,28,14,2,9,3,3,3,4,1,1,4,1,1,4,0,2,0,0,1,4.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,0
210,5,56,14,6,11,2,3,4,4,4,1,1,0,3,2,4,3,0,0,0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,1.0,0.0,2.0,2.0,2.0,0
211,5,28,14,2,8,3,4,1,2,1,1,4,3,1,2,3,0,3,4,4,0.0,2.0,3.0,2.0,2.0,0.0,4.0,2.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,0
212,5,56,14,5,10,2,3,0,3,4,2,0,1,0,0,0,0,0,4,1,4.0,1.0,4.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0
213,5,56,14,6,12,2,3,3,3,4,1,3,2,3,0,2,0,0,2,3,4.0,4.0,4.0,0.0,2.0,4.0,3.0,4.0,0.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0
214,5,56,14,5,10,2,2,3,3,0,2,1,4,0,4,0,4,0,2,2,3.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,1
215,5,42,14,4,9,2,2,2,0,4,1,4,3,4,1,0,2,1,2,0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,2.0,0
216,5,42,14,4,10,2,4,4,2,1,1,2,2,2,2,2,0,4,3,1,0.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,3.0,1
217,5,42,14,3,9,3,3,3,2,3,3,0,2,4,0,3,1,1,1,4,4.0,4.0,3.0,4.0,4.0,1.0,3.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,3.0,3.0,3.0,1.0,0
218,5,56,14,6,11,2,0,2,4,2,0,3,2,1,0,2,1,3,3,0,1.0,3.0,0.0,3.0,1.0,4.0,3.0,2.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,4.0,1.0,4.0,2.0,0.0,4.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0
219,5,28,14,3,5,3,0,1,3,3,2,1,4,3,1,0,2,1,2,2,0.0,2.0,4.0,4.0,3.0,2.0,0.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,3.0,1.0,0.0,3.0,2.0,4.0,3.0,4.0,4.0,0
220,5,42,14,3,9,3,1,3,3,4,2,1,2,4,2,0,0,1,1,4,2.0,4.0,4.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,4.0,1.0,2.0,3.0,3.0,1.0,0
221,5,42,14,4,8,2,0,1,2,3,0,4,2,0,4,1,4,2,2,1,1.0,2.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,0
222,5,28,14,2,7,3,1,4,4,4,2,0,1,1,1,4,1,1,2,3,2.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,1.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,0.0,1
223,5,28,14,3,6,3,3,0,3,0,1,2,3,4,4,4,2,4,1,0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0
224,5,28,14,2,6,3,1,3,1,4,1,3,3,2,4,2,3,0,4,0,2.0,4.0,2.0,0.0,2.0,4.0,4.0,3.0,0.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,1.0,2.0,0
225,5,28,14,3,5,3,0,2,4,4,0,3,4,1,4,4,4,4,1,0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0
226,5,42,14,4,8,2,4,1,0,2,3,2,0,4,4,0,0,2,1,1,0.0,2.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,4.0,2.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,0
227,5,28,14,2,6,3,3,1,0,1,1,3,3,2,0,4,2,1,1,0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,1
228,5,28,14,2,7,4,2,2,1,0,0,1,2,3,4,1,1,0,4,1,3.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,1
229,5,56,14,6,11,2,3,0,4,3,1,4,4,2,3,0,4,0,3,4,4.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0
230,5,56,14,6,12,2,2,0,0,2,2,4,2,3,4,2,0,0,3,0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1
231,5,56,14,5,10,2,1,4,4,3,4,2,3,3,4,3,3,4,0,3,2.0,0.0,0.0,4.0,0.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
232,5,28,14,2,6,3,0,1,2,0,2,1,0,4,3,1,2,4,2,3,0.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,4.0,2.0,3.0,0.0,3.0,4.0,0.0,3.0,4.0,0.0,4.0,3.0,2.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,1
233,5,56,14,6,12,2,1,4,0,0,3,1,1,0,2,4,4,0,4,1,2.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,0
234,5,28,14,2,6,3,2,2,4,3,2,2,3,0,3,1,0,0,2,3,3.0,3.0,0.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,1
235,5,28,14,2,7,3,1,2,2,4,3,1,3,4,3,0,0,4,1,2,2.0,3.0,3.0,0.0,4.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,2.0,3.0,3.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,0
236,5,56,14,5,12,2,4,4,1,1,0,4,4,1,3,4,4,2,1,2,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,4.0,3.0,4.0,0
237,5,28,14,2,7,3,3,0,0,0,0,4,4,1,2,2,2,4,3,2,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,4.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,4.0,0
238,5,56,14,6,11,2,2,4,0,2,4,0,1,1,4,4,3,4,2,4,3.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,1.0,2.0,4.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,0.0,0
239,5,28,14,2,8,4,3,2,0,1,3,2,2,0,2,4,2,4,4,1,4.0,3.0,1.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,1.0,0.0,3.0,0
240,5,28,14,2,6,4,0,4,2,0,2,3,0,3,0,2,0,2,2,3,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0,3.0,0.0,3.0,3.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,1
