,kappa,# Edges,# Nodes,Min Degree,Max Degree,Diameter,Concentrated
0,3.887704286342583,3493,89,70,85,2,0
1,3.256588207589905,517,38,22,32,2,1
2,3.712962781750694,3127,92,58,77,2,0
3,1.4913589823103566,2489,88,46,69,2,0
4,1.685228275873523,2189,73,53,67,2,0
5,4.45772870975995,610,49,16,33,2,1
6,0.761491153174215,90,28,2,14,3,0
7,1.0804054884960386,802,45,27,41,2,0
8,1.7637751156761206,310,35,12,23,2,0
9,2.289891178364349,419,50,9,22,3,0
10,3.8606137332189636,2076,73,50,66,2,1
11,0.9803072364604133,2829,92,50,75,2,0
12,1.2513494898837685,813,57,19,37,2,0
13,3.6527367749477118,214,28,12,20,2,0
14,4.33315421763654,1425,58,43,55,2,1
15,1.9462756517197612,1710,66,44,58,2,0
16,1.1067069056222842,963,96,10,29,3,0
17,3.341502220513666,202,57,1,12,4,0
18,4.01196425871309,1087,69,24,41,2,1
19,1.8269507476632856,2796,92,50,72,2,0
20,2.2478400056787016,173,28,7,16,2,0
21,2.1022526438824474,2559,80,53,72,2,0
22,1.7143169144594879,568,43,20,34,2,0
23,2.7956903849362402,638,71,10,27,3,0
24,3.0557122998743207,669,39,30,38,2,0
25,0.71341943694449,365,41,10,23,2,0
26,1.950445102785217,613,76,10,22,3,0
27,1.6567153061057067,112,64,1,7,7,0
28,0.6166873129625507,2323,89,44,62,2,0
29,3.285615531511351,1483,73,32,50,2,1
30,3.849322253461478,149,31,4,15,3,1
31,1.913438411645127,2896,100,47,71,2,0
32,2.204967458224947,175,29,7,18,2,0
33,2.959196181069451,496,48,16,26,2,0
34,1.3848318310509975,1311,72,27,45,2,0
35,1.0425219519255817,1336,88,23,39,2,0
36,3.3889711781234375,129,29,4,15,3,0
37,1.7934674757122369,807,69,16,31,2,0
38,0.7234708297942181,531,44,16,31,2,0
39,4.1685811258643355,1363,67,32,48,2,0
40,4.391669292160346,776,64,11,31,2,1
41,2.595804083784914,3302,90,66,84,2,0
42,2.9725505770190175,816,49,24,41,2,1
43,3.5402682035125044,431,42,12,29,2,1
44,4.478697285206685,515,51,15,29,2,1
45,1.7512299932681574,523,67,7,23,3,0
46,2.066711004642724,1943,76,42,60,2,0
47,0.6260532454552274,158,45,3,11,4,0
48,2.4939344988649443,682,61,13,28,2,0
49,1.2358100225976298,209,48,4,17,3,0
50,3.8549127931225677,631,58,15,31,2,1
51,3.599116027751317,766,50,25,39,2,0
52,4.388745316018193,292,30,14,23,2,1
53,0.941369100972417,1351,70,31,53,2,0
54,3.999592196326888,2783,96,47,72,2,1
55,3.9007720890782753,516,61,10,23,3,0
56,1.3285980761283667,2630,80,54,74,2,0
57,2.2529906080768516,102,35,1,12,4,0
58,1.1601425633088662,2016,93,34,57,2,0
59,3.220936745891092,1029,49,38,46,2,0
60,3.783861538213343,186,31,6,17,2,1
61,4.434736032654703,1217,52,43,51,2,0
62,3.7254701683588665,838,56,23,36,2,0
63,1.0508035419186554,1435,89,22,43,2,0
64,3.0350556909704194,2885,93,53,72,2,0
65,3.04327111053695,2229,94,34,60,2,1
66,3.408805620554214,857,58,15,38,2,1
67,1.2712241934035684,233,36,6,23,3,0
68,2.303967452627134,104,29,3,11,3,1
69,1.1899224624360625,874,62,20,35,2,0
70,3.1996119553903135,2172,78,45,65,2,0
71,1.1271354639364786,851,48,30,41,2,0
72,3.5734315441564726,422,60,7,21,3,1
73,2.733595630087781,705,98,8,25,3,0
74,0.9313516906093735,455,67,8,22,3,0
75,4.308657718078377,2008,72,46,64,2,1
76,3.6886677741404146,2219,89,37,60,2,0
77,2.5738730499210645,987,65,21,39,2,0
78,1.416740960493203,774,89,7,28,3,0
79,0.9087700446058364,853,85,10,28,3,0
80,1.5324419203009074,3161,93,57,79,2,0
81,2.0280134135790364,577,56,14,29,2,1
82,4.14350243253676,297,32,14,23,2,1
83,1.9591202767868587,3865,90,81,89,2,0
84,4.39542675323497,1071,79,18,37,2,1
85,2.2589910338075523,325,29,19,26,2,0
86,0.8428773115172192,451,90,3,20,4,0
87,3.985465111747531,602,89,5,23,3,1
88,0.8598839323648115,503,61,10,24,3,0
89,3.122146324724579,2363,74,57,70,2,1
90,2.092948204707795,1249,75,24,43,2,0
91,2.8657995370401577,290,54,3,17,3,0
92,2.031061167658666,1340,62,37,49,2,0
93,0.6005509418900847,3511,100,56,81,2,0
94,3.238350416146923,1927,63,58,62,2,1
95,4.146719050709448,855,97,10,29,3,1
96,2.615321291650505,1055,67,24,37,2,0
97,4.030221058755,1186,69,23,44,2,1
98,0.7868855948861473,319,59,4,18,3,0
99,3.4990080415113454,1661,97,24,48,2,1
100,4.259274093091944,1206,71,24,45,2,1
101,0.8107221925928068,2633,92,47,74,2,0
102,3.01565130167891,1966,91,31,53,2,0
103,3.962426242298642,1410,97,20,42,2,1
104,3.447567320409128,452,52,10,26,3,0
105,2.163218256035331,247,30,12,22,2,0
106,2.149081516468363,390,59,7,20,3,0
107,3.1912031222873374,623,37,29,36,2,1
108,3.4473796730686224,633,38,31,36,2,1
109,3.782654595958551,484,53,11,25,2,0
110,3.1846856508815002,3749,88,80,87,2,1
111,1.4667957653528054,291,43,6,22,3,0
112,3.35971862013523,1985,90,33,54,2,0
113,4.390478267643618,4171,100,73,94,2,1
114,0.8798371218937651,1698,60,53,59,2,0
115,1.2170529268443073,1030,49,36,46,2,0
116,3.5672051419008093,1131,86,11,39,3,1
117,3.879655600504768,1774,100,22,50,2,0
118,2.2196719307611743,2130,83,42,62,2,0
119,3.527489224079027,1419,68,32,51,2,1
120,4.277508089011473,482,66,7,23,3,0
121,2.142561932241039,127,36,1,12,4,0
122,4.442932080548726,554,38,25,35,2,1
123,3.623431854417977,264,27,17,23,2,1
124,0.7567809048305723,1713,64,48,59,2,0
125,1.3073603559313516,724,99,8,25,3,0
126,1.9555343296250118,399,51,7,23,3,0
127,2.654517985358787,130,31,3,13,3,0
128,2.685139870710383,615,56,13,33,2,1
129,2.202456694683963,219,37,7,16,3,0
130,2.4364872111951223,416,34,19,29,2,0
131,4.410492483276814,268,35,10,21,2,1
132,2.9606034332374036,648,43,23,36,2,0
133,4.018927088072065,2079,100,21,52,2,1
134,2.0491023556200916,78,39,1,11,5,0
135,2.7108004692041194,1438,96,19,43,2,0
136,1.0497545710187066,442,67,5,21,3,0
137,1.4226709898369414,1252,57,37,51,2,0
138,1.0873969531082115,2386,83,48,66,2,0
139,2.1022114899942905,86,44,1,9,7,0
140,2.364899787368642,884,62,20,35,2,0
141,3.7962550859762967,2555,78,54,72,2,1
142,3.1343050494239324,1275,63,32,51,2,1
143,4.232933453699383,130,31,2,14,3,0
144,3.643745418120495,67,35,1,10,6,0
145,1.4319452404347421,604,77,6,27,3,0
146,1.7789103704739588,848,43,35,42,2,0
147,1.3952932514252718,4571,97,91,96,2,0
148,1.5832986114655143,3977,100,72,88,2,0
149,4.237174220677922,1797,96,28,49,2,0
150,2.224216026515625,161,35,4,13,3,0
151,3.6704435426804025,3312,85,70,84,2,1
152,2.529842663003889,308,40,10,21,3,0
153,1.6446106373359504,288,62,3,17,4,0
154,2.385628158861808,194,47,2,16,4,0
155,3.3947337637538904,318,65,5,15,3,0
156,2.021414267865845,97,31,3,12,4,0
157,3.2433968013590335,600,49,17,36,2,1
158,0.6925373569433102,1719,67,45,58,2,0
159,0.8768574616411717,3958,90,84,89,2,0
160,1.3142849925779903,914,71,17,36,2,0
161,2.5001498203324455,3296,82,78,81,2,0
162,0.9678767363862861,3185,88,63,78,2,0
163,1.0481690277831008,2728,97,45,69,2,0
164,1.8012894139122841,2756,84,58,75,2,0
165,1.0336663883527768,809,87,8,29,3,0
166,2.240715399989388,341,36,13,24,2,0
167,2.679541096492908,275,48,7,18,3,0
168,2.615046314967257,845,57,23,36,2,0
169,3.7913682841018033,664,37,35,36,2,1
170,4.163438810719734,359,41,9,23,2,0
171,4.046996879448856,676,56,17,33,2,1
172,2.6095324838772815,648,44,23,35,2,0
173,0.766851638202239,541,34,30,33,2,0
174,2.46535999788286,627,74,7,25,3,0
175,1.1328461935904346,223,26,14,21,2,0
176,2.5788277054518685,1338,79,24,42,2,0
177,1.090892739896312,1751,61,53,60,2,0
178,3.404968482891522,2511,84,51,69,2,0
179,2.2106821272369426,211,82,1,11,6,0
180,1.3933621351124796,2248,81,46,67,2,0
181,1.0298037921427219,2738,88,52,73,2,0
182,0.9345060983218727,248,26,15,23,2,0
183,1.605831782887586,198,51,2,12,4,0
184,3.6658313246112617,857,57,23,38,2,0
185,0.9554227919432869,2001,71,48,64,2,0
186,0.8594308990445012,1286,69,24,50,2,0
187,0.5615702255333144,2839,90,51,72,2,0
188,2.1190971722500884,55,26,1,10,5,0
189,2.003268076178988,938,81,14,34,3,0
190,1.5351132015181164,1328,80,24,45,2,0
191,0.5642957443463534,372,42,12,25,2,0
192,1.6009046682263048,3477,95,61,83,2,0
193,2.028432712110802,963,67,19,40,2,0
194,1.0141833221896817,1179,77,20,41,2,0
195,3.683576224861114,402,31,22,30,2,0
196,1.0231754409067788,3753,90,78,88,2,0
197,1.361299263584805,483,51,12,25,3,0
198,2.8164318731016165,158,26,8,17,2,0
199,0.6402883087572837,374,51,7,21,3,0
200,0.8923181276181955,974,55,29,44,2,0
201,3.588186864441355,283,26,19,25,2,1
202,4.006579215688319,316,46,7,22,3,0
203,0.9124224852617075,371,69,1,19,4,0
204,0.8526969365040578,449,57,7,23,3,0
205,3.209528557302179,114,40,1,11,4,0
206,1.9149288358428649,434,98,3,17,4,0
207,1.5620246794491681,374,35,17,29,2,0
208,2.8054474362140156,552,72,7,23,3,0
209,4.31202333501135,289,25,21,24,2,1
210,0.7084831055619216,1408,89,22,42,2,0
211,2.9468890676934687,2423,93,40,64,2,0
212,1.0453363406529164,746,84,8,27,3,0
213,4.109397130187044,2723,88,51,72,2,1
214,2.561415991161822,410,78,5,18,3,0
215,1.6125873530715045,2549,87,45,71,2,0
216,1.4330890990140612,602,51,14,31,2,0
217,4.164771452874884,910,90,13,29,3,0
218,2.6719436603467708,603,57,12,28,2,0
219,3.55969400154342,603,44,20,34,2,0
220,0.5540174476002404,1889,99,25,53,2,0
221,1.1860098949004954,1850,73,42,59,2,0
222,4.4942488900570305,902,71,17,33,2,0
223,3.8238062811011053,1305,83,22,44,2,1
224,0.7649768941678703,1420,72,30,47,2,0
225,0.6525262811572476,2618,96,42,67,2,0
226,3.006437075436711,838,78,9,30,3,0
227,2.718340171946763,332,50,7,19,3,1
228,4.2485631406613935,280,27,18,24,2,1
229,1.7198492351118024,1574,64,39,58,2,0
230,4.094367647659833,188,29,8,19,2,0
231,1.361939124426606,2914,79,69,77,2,0
232,2.756091682476402,370,44,9,24,2,0
233,1.2674254979592146,1968,92,30,54,2,0
234,0.591071224769756,398,87,4,15,4,0
235,0.6037745677059321,2764,87,52,73,2,0
236,2.387960570188739,112,25,5,16,3,1
237,1.882854879122977,261,26,17,24,2,0
238,4.0138227665926305,387,50,9,27,3,0
239,4.364041460844987,836,77,11,31,3,1
240,3.158435086347102,3978,91,83,90,2,0
241,0.6516890425103994,416,42,12,25,2,0
242,2.931721937811876,253,26,15,23,2,1
243,1.1942711798277736,346,75,2,19,4,0
244,2.2832558478704748,4553,96,94,95,2,0
245,0.8901497262663751,783,45,30,41,2,0
246,3.54190474375418,132,34,3,13,4,0
247,0.6540771560716436,1652,58,56,57,2,0
248,3.10384862074325,359,34,17,28,2,0
249,3.105274502707061,565,65,9,23,3,0
250,3.9862639960755852,1674,59,54,58,2,1
251,4.1224153870868445,285,33,12,24,2,0
252,1.206179709887115,467,92,4,17,4,0
253,2.989927910755199,2479,85,45,70,2,1
254,3.798110942569803,282,27,17,24,2,1
255,3.2687053613372097,1104,56,33,45,2,1
256,4.192047944929389,1055,62,26,40,2,1
257,1.7712676513951267,2272,81,48,64,2,0
258,3.8898933078157336,658,70,10,29,3,1
259,4.3018621741199095,2985,84,59,78,2,1
260,3.0587654769049304,1651,68,40,57,2,1
261,4.316291550731621,1644,61,49,59,2,1
262,1.0772613675895117,675,42,26,37,2,0
263,1.0646302031055006,793,59,19,36,2,0
264,1.3523829341182187,465,39,15,30,2,0
265,2.539358159107791,2131,87,36,61,2,0
266,2.665831762337853,631,66,11,25,3,0
267,3.1672904299066946,1237,68,25,45,2,1
268,2.2372319457637775,2167,71,55,67,2,0
269,2.5488788370439885,76,29,3,10,4,1
270,1.0626000828767301,1419,55,48,54,2,0
271,3.0717587468164633,296,29,14,26,2,1
272,4.118516590357616,1145,78,21,38,2,0
273,4.089137587315374,85,32,2,11,4,0
274,2.7653034745448197,718,41,31,40,2,0
275,4.074260317049608,2323,82,48,64,2,0
276,2.9761275733867603,3185,82,73,81,2,0
277,0.7818005433256854,305,62,3,17,3,0
278,4.2780875476047235,774,57,16,34,2,1
279,3.8693649672350925,422,56,7,22,3,1
280,1.5852862697956946,2572,78,52,75,2,0
281,3.0449252875882484,1098,48,44,47,2,0
282,1.437322549466142,3473,100,58,78,2,0
283,1.492008632735598,2811,76,70,75,2,0
284,2.08401384413409,373,35,15,29,2,0
285,4.2694045316363844,938,67,20,39,2,1
286,3.804780522876867,92,33,2,10,4,0
287,4.32766305171363,4393,97,84,95,2,1
288,1.2947950619344764,3567,94,67,83,2,0
289,3.0428357659982184,553,41,22,32,2,1
290,0.5158628383575024,1485,61,41,55,2,0
291,0.9690199647977695,723,55,20,41,2,0
292,0.8033806340415408,642,77,8,27,3,0
293,3.3926105907346,1133,98,13,35,3,0
294,3.645111523212869,217,42,5,19,3,0
295,1.3264317162754997,1008,46,42,45,2,0
296,2.800605357908303,900,74,16,33,2,1
297,2.3732249529367264,2190,84,42,65,2,0
298,2.917205726810853,532,49,11,30,2,0
299,3.633216247245236,511,79,6,21,3,0
300,2.165206478918584,414,34,19,29,2,1
301,0.9926459013412452,783,99,9,23,3,0
302,3.5940446830562722,226,42,5,16,3,0
303,1.1632660019074579,3609,98,64,83,2,0
304,2.554145983662904,1282,69,29,49,2,0
305,1.5037225054802144,240,48,3,15,3,0
306,3.7980243208949744,3994,98,74,90,2,0
307,1.632467510361784,1812,66,48,61,2,0
308,4.2196815936903675,2259,74,54,70,2,0
309,1.384366893300629,2191,68,59,67,2,0
310,1.0211436432595193,698,48,19,36,2,0
311,2.663254649818539,352,54,6,22,3,1
312,2.829501657140558,860,97,9,27,3,1
313,3.009253355153398,1187,98,15,38,3,0
314,1.3582417792514407,326,48,7,20,3,0
315,1.1335733366715122,403,36,17,26,2,0
316,1.698250493161725,166,46,3,13,4,0
317,2.646801989509444,641,94,5,24,3,0
318,2.203241936230468,1219,64,29,47,2,0
319,2.1949166196437284,2439,92,40,63,2,0
320,4.186430808077418,184,72,1,11,6,1
321,2.5897052296408263,207,58,2,15,4,0
322,0.8818889983908691,471,75,4,20,3,0
323,0.9069586096803066,1494,65,36,55,2,0
324,2.3742264447220403,374,70,3,18,3,0
325,3.291907247590462,1325,64,33,49,2,1
326,1.1098444394859421,1548,60,47,56,2,0
327,2.327098480011454,1245,53,42,51,2,1
328,2.659609522662969,464,32,26,31,2,1
329,3.760636073023898,333,66,3,15,3,0
330,1.6875652649255515,996,81,18,34,2,0
331,2.0428499769158988,4091,97,75,92,2,0
332,0.9983772462063709,936,51,30,43,2,0
333,4.36730171759583,844,46,30,42,2,1
334,1.983855749316343,1549,72,34,53,2,0
335,4.12412712143119,830,45,31,43,2,1
336,2.200227601899418,360,29,22,27,2,0
337,1.6611970070845454,198,36,4,16,3,0
338,1.1467426945813997,2355,76,53,69,2,0
339,1.5582583571638962,1562,93,18,47,2,0
340,2.1446737267249,3289,97,56,80,2,0
341,3.391491455641775,651,74,10,26,3,1
342,1.1980252656009074,260,28,13,23,2,0
343,4.248359806095516,249,39,7,18,3,1
344,1.7539578011392272,91,25,3,11,3,0
345,2.6377284026397434,1891,83,36,57,2,0
346,2.047563591089765,419,34,20,29,2,0
347,2.2797639857637297,428,49,11,25,2,0
348,3.05267035842617,990,87,12,32,3,1
349,2.719836279770795,1335,70,31,48,2,1
350,2.6350376380836935,95,25,5,12,3,0
351,1.9957171477375169,179,93,1,9,7,0
352,3.4884548672834357,582,54,16,27,2,1
353,1.113856154760747,982,68,21,39,2,0
354,2.4820636884974165,1411,85,24,43,2,0
355,0.6335256748848965,809,59,15,36,2,0
356,3.104460032718751,517,78,7,23,3,0
357,2.587109699989367,1414,84,24,48,2,0
358,2.433566509133675,1711,65,47,59,2,0
359,2.97864986589791,331,78,3,15,4,0
360,1.2349991162324256,1599,98,21,46,2,0
361,1.5745056395634314,671,63,13,30,3,0
362,2.834883517767739,613,81,6,25,3,0
363,1.9516942926757204,2521,91,45,66,2,0
364,1.140691225625245,277,47,5,19,3,0
365,3.592444354455317,2120,69,57,66,2,1
366,3.4753738449844445,1925,89,33,55,2,0
367,2.5314851695132607,434,65,6,24,3,0
368,2.32434626742309,1086,54,32,46,2,0
369,1.8830724946426916,323,32,16,25,2,0
370,1.027460304127359,643,62,12,32,2,0
371,0.5277075069956298,1479,82,24,49,2,0
372,3.6316876527596755,458,38,18,29,2,1
373,2.165429976040151,518,37,21,32,2,0
374,1.1711844277864434,1009,56,23,46,2,0
375,3.3920305981931214,600,71,8,28,3,0
376,4.143152990142259,342,36,14,25,2,1
377,3.056578503779046,126,33,3,13,3,1
378,4.281554185714727,3475,100,58,81,2,1
379,3.805980462194661,404,40,11,29,2,1
380,1.4773573901086836,956,89,12,33,3,0
381,2.6782837106276847,1036,54,31,45,2,1
382,3.817418006437492,2311,69,65,68,2,1
383,2.8560148718496134,608,46,20,35,2,1
384,3.4894197381570775,1935,78,39,59,2,1
385,2.342639276317297,1273,58,36,50,2,0
386,0.5062531635340055,106,54,1,10,6,0
387,3.389609123940585,2218,93,32,62,2,1
388,0.9662879238946598,1473,72,32,49,2,0
389,3.8355615323738395,1957,87,35,56,2,0
390,1.198781457399317,1392,73,29,50,2,0
391,1.1556858087870112,827,78,13,29,3,0
392,1.431712009578019,3797,95,72,86,2,0
393,2.2520634414162317,502,72,6,22,3,0
394,4.473672152891943,1121,64,26,41,2,1
395,1.0297147690585535,78,27,1,9,4,0
396,1.709922782807781,151,52,1,11,5,0
397,0.5035160465821367,405,57,8,22,3,0
398,3.8836203986800686,2171,98,32,60,2,1
399,3.9246686013602643,553,39,23,34,2,1
400,4.436907644201348,2214,95,37,61,2,1
401,4.055517263410104,370,33,15,29,2,1
402,1.9583323465951845,3185,82,72,81,2,0
403,2.0923068066758854,1134,73,20,39,2,0
404,0.7603606850995668,1238,85,21,40,2,0
405,4.059460266522276,3214,82,72,81,2,1
406,3.564490233757449,345,33,16,26,2,1
407,0.6816033026798727,2262,99,34,57,2,0
408,3.9986214429624605,394,37,15,27,2,1
409,1.245066236484913,186,33,6,16,3,0
410,0.7097961090239959,3509,85,78,84,2,0
411,2.7406681505702757,908,47,34,43,2,0
412,2.9853588962423774,973,58,24,42,2,0
413,3.9490330920789893,464,52,10,25,3,0
414,3.750232349307738,795,54,23,39,2,0
415,3.7083050628006027,577,37,26,36,2,1
416,0.9489639112752584,689,76,10,26,3,0
417,2.4903104457853336,1339,84,22,45,2,1
418,1.678533617828954,2121,92,37,60,2,0
419,3.559228507818148,1031,60,24,42,2,0
420,1.82563599198469,2130,84,40,61,2,0
421,2.190451163438235,787,66,15,35,2,0
422,4.229199140574563,2740,87,54,75,2,1
423,3.407828235902392,575,40,22,33,2,1
424,3.8431758251495545,272,28,16,23,2,1
425,2.0563299362353997,3515,91,68,83,2,0
426,2.914934645250769,1395,54,49,53,2,0
427,3.4457896958350904,898,93,12,27,3,1
428,2.0370850965592413,2803,100,43,73,2,0
429,1.712741214995071,704,51,21,35,2,0
430,3.445848342942549,246,30,10,21,2,1
431,2.3221064169638463,219,27,11,22,2,0
432,1.2785130593972438,1968,65,55,64,2,0
433,0.65248841378417,1634,60,49,58,2,0
434,0.8783733139083809,1619,73,36,54,2,0
435,2.8251944999120253,328,27,20,26,2,0
436,4.218921604265194,2291,71,59,70,2,0
437,0.776275171596128,255,56,2,15,3,0
438,2.2699560907971845,454,68,5,23,3,0
439,1.233831671989401,405,30,25,29,2,0
440,2.532125003478875,1354,60,38,51,2,1
441,2.4821455522289826,392,40,12,28,2,0
442,3.953035460109363,881,76,16,31,2,1
443,4.156768229197622,196,31,7,18,2,1
444,1.275208436949279,1977,99,29,52,2,0
445,1.0658615828798372,348,74,4,17,4,0
446,1.6994053546462315,1452,100,20,39,2,0
447,3.3829246160724264,408,57,8,20,3,0
448,3.131934120639209,2366,78,52,69,2,0
449,3.2762758537161916,3636,95,66,83,2,0
450,1.2407169207753475,240,45,5,16,3,0
451,3.3809528867542844,244,69,2,13,4,0
452,2.0819253608231643,198,31,7,19,3,0
453,2.5250349720346605,616,67,11,28,3,0
454,2.5394867656457576,3806,98,62,86,2,0
455,4.037553291759094,352,52,8,20,3,1
456,3.9112035194202104,1343,78,24,44,2,1
457,2.796374436920717,3691,89,77,87,2,0
458,1.2673874988593457,130,38,3,10,3,0
459,4.397692633940093,2196,80,42,64,2,1
460,0.7222134710230925,840,49,28,43,2,0
461,1.9219911059053225,286,31,14,22,2,0
462,2.598806612261405,174,34,6,15,3,0
463,3.7301898868618877,632,38,30,36,2,1
464,2.6152013472484272,603,79,7,26,3,0
465,1.4000193660275047,760,59,17,34,2,0
466,0.7225357773890497,3821,93,75,89,2,0
467,1.3486004987778206,453,76,6,19,3,0
468,2.2928212119971274,416,35,17,29,2,0
469,2.181221523402635,1823,79,32,54,2,0
470,2.609682152956184,1304,70,28,50,2,0
471,3.5507660544169917,625,78,10,24,3,1
472,4.093550777023891,3671,90,76,86,2,1
473,2.3157546081435596,1641,61,48,58,2,0
474,3.411910118565845,320,53,5,20,3,0
475,3.0038608760211565,205,26,12,20,2,1
476,3.152773404996637,644,66,11,31,3,1
477,2.508780765700198,898,51,28,42,2,0
478,4.20913763171167,1345,53,48,52,2,1
479,3.9328313282663445,1483,77,25,49,2,0
480,2.085769471508666,3279,89,65,81,2,0
481,2.371215970914229,1736,98,24,49,2,0
482,3.1162737191166823,3727,91,76,88,2,0
483,3.970998833045531,2778,98,46,69,2,1
484,2.66952178775922,303,49,6,18,3,0
485,2.876289045346929,188,25,10,18,2,0
486,2.1135893414671907,2374,85,46,67,2,0
487,0.9012267937349865,1329,57,39,53,2,0
488,1.0210128177237707,665,59,16,30,2,0
489,3.2364329040683173,2126,88,39,62,2,0
490,2.237704206937852,906,44,39,43,2,0
491,2.8491238140067665,289,35,11,20,2,0
492,0.7535483493519752,855,44,35,42,2,0
493,1.4883617961658318,359,30,20,28,2,0
494,1.0022083077133006,3909,94,75,91,2,0
495,3.251486379082104,3961,98,70,90,2,0
496,2.921578684535134,2792,99,47,74,2,0
497,1.7829811057020573,2052,74,48,65,2,0
498,3.197434901569098,413,50,7,25,3,1
499,2.097889658640836,438,68,6,23,3,0
500,2.3789070394537024,554,35,28,34,2,0
501,1.4418845780090628,659,45,21,37,2,0
502,3.8614652781897125,129,26,4,15,3,1
503,1.7321515835409969,235,31,8,19,2,0
504,1.0080846897136988,541,39,20,33,2,0
505,3.02897100407668,3351,95,63,79,2,0
506,1.135492028071321,1890,82,38,57,2,0
507,0.8589469585215248,1560,57,53,56,2,0
508,1.0122557417217575,506,50,12,28,2,0
509,3.738368166366986,1992,87,35,58,2,0
510,2.264722338115086,317,33,15,23,2,1
511,1.8085450336953848,363,28,24,27,2,1
512,2.1507164901549434,1368,58,39,55,2,0
513,3.1127260575567037,256,33,11,20,2,1
514,2.2223588423231884,2183,87,39,63,2,0
515,2.1433703419675414,774,41,35,40,2,0
516,3.980475059912408,171,26,9,16,2,1
517,2.0935137102575894,349,40,11,25,2,0
518,0.7101767103545429,198,34,7,17,3,0
519,4.422279443037346,793,55,17,37,2,1
520,2.195484174410624,644,57,12,33,2,1
521,2.646115387168125,863,96,9,28,3,0
522,0.5611565860921064,4672,98,92,97,2,0
523,3.8918228492710796,536,85,7,23,3,1
524,4.402139715526593,3495,91,68,84,2,1
525,2.33764365203452,739,45,28,38,2,0
526,0.6708964255816223,141,25,8,16,2,0
527,1.7814847454455078,1006,81,14,35,3,0
528,0.5192803741782628,2522,78,53,71,2,0
529,2.6274897879520718,1259,79,21,42,2,0
530,2.1013924648259974,222,32,8,20,2,0
531,1.9057362328746645,223,28,12,20,2,0
532,3.043797125676019,3648,88,77,87,2,1
533,2.9383910988056856,1275,55,39,51,2,1
534,1.7192362017715417,83,27,3,9,3,0
535,4.438573329908843,185,44,3,14,3,1
536,2.9032618703224773,1117,86,17,39,2,0
537,3.108405518691276,2697,86,52,72,2,0
538,2.8992708110161822,679,60,15,31,2,0
539,1.344807776872667,1235,96,17,37,3,0
540,3.8138411725340333,961,83,14,33,3,1
541,2.73501376525415,409,37,16,27,2,0
542,2.4341924620630353,1293,56,40,52,2,0
543,1.7144082262896623,3192,95,55,75,2,0
544,2.2901268611645076,424,70,6,21,3,0
545,2.557577039840699,1919,65,55,64,2,0
546,3.0619619106269718,612,62,11,32,3,0
547,4.22495204309164,259,44,6,17,3,1
548,2.0280407074934566,622,41,26,35,2,1
549,0.513397803359116,4406,95,89,94,2,0
550,1.8076778723738132,1507,58,45,57,2,0
551,2.5545199912401655,1136,62,28,45,2,1
552,1.4797273705991039,461,44,14,28,2,0
553,1.6252009858032284,407,74,3,22,4,0
554,1.8923323007998873,737,43,28,39,2,0
555,3.231506668229098,1723,65,45,59,2,0
556,2.4413648781251927,822,90,10,30,3,0
557,2.7940625570526096,2614,83,50,71,2,0
558,0.8048163140933702,1527,86,27,46,2,0
559,2.3630006243868698,248,26,15,23,2,1
560,1.445988416772643,257,75,1,13,5,0
561,2.273708198657888,2564,81,55,71,2,0
562,1.847869321243436,197,36,7,16,3,0
563,3.261711026958553,2001,65,57,64,2,0
564,4.278033710292726,229,27,12,21,2,1
565,1.9087840640305402,209,27,10,19,2,0
566,1.217243817028515,1113,89,17,36,3,0
567,3.7442818947945873,1471,71,33,52,2,1
568,1.692634608700101,185,27,8,19,2,0
569,1.4339973173786795,852,68,17,35,2,0
570,1.3175800454800997,719,67,14,30,2,0
571,3.635807700522295,91,30,1,11,4,1
572,2.0157495718152156,209,70,1,12,5,0
573,1.8596827178902613,1499,99,19,42,3,0
574,4.174091279218605,253,74,1,14,5,1
575,4.335827054100788,643,58,13,33,2,1
576,1.2909591737803443,815,57,22,38,2,0
577,2.20750274977064,3612,98,63,84,2,0
578,4.236119000661083,86,32,1,11,4,0
579,3.16534297798234,787,84,10,28,3,0
580,1.5882617802353582,496,45,16,32,2,0
581,4.320729684472498,215,59,2,14,4,1
582,3.8685396370320393,66,28,2,8,5,1
583,4.082868066959509,297,76,2,14,4,1
584,1.207593205679622,3342,98,57,80,2,0
585,4.294942277096262,3036,81,69,80,2,1
586,4.344871846525885,396,36,14,29,2,1
587,3.858338389873209,2502,89,48,65,2,0
588,1.7205303284498235,4925,100,96,99,2,0
589,2.1952840420899307,801,63,19,32,2,0
590,4.124667339058232,2058,65,60,64,2,1
591,1.7060044983085594,3565,96,66,87,2,0
592,3.1154249930093343,335,27,23,26,2,0
593,3.82300927922675,453,63,5,22,3,1
594,1.1880781608240287,250,35,9,19,2,0
595,0.5456416800461827,876,55,27,39,2,0
596,2.586941178249453,131,25,5,15,3,0
597,0.7222803999883163,1218,68,29,45,2,0
598,4.232148563512309,726,53,19,35,2,1
599,0.6122848330236748,1779,63,52,60,2,0
600,0.7466053033602642,1985,93,30,53,2,0
601,0.9531829649573353,167,27,9,15,2,0
602,3.0777727048357377,3005,89,57,77,2,0
603,1.3528185592068138,136,42,1,11,5,0
604,2.274924907761183,4749,100,88,99,2,0
605,2.0685417783160753,1174,75,21,40,2,0
606,4.061420929264675,2487,81,53,68,2,1
